hotel_id,address,hotel_facilities,hotel_star_rating,rating,pageurl,room_count,no_per_room,room_type,similar_hotel,path ref id,cost
159,"Apt No-1B, 1st Floor, Meridian Heights, Upper Meridian Rd, Pattom, Kuravankonam, Thiruvananthapuram, 695003 Trivandrum, India – Show map","Parking:Free!
Free private parking is possible on site (reservation is not needed).•Internet:WiFi is available in the hotel rooms and costs  INR  500 per  24 hours.•Kitchen:Dining table|Coffee machine|Cleaning products|Electric kettle|Kitchen|Washing Machine|Dishwasher|Refrigerator•Bedroom:Wardrobe/Closet|Dressing Room|Extra Long Beds (> 2 metres)•Bathroom:Towels|Linen•Living Area:Dining area|Seating Area•Media & Technology:TV•Room Amenities:Fan|Hot Tub|Drying rack for clothing|Clothes rack|Tile/Marble floor|Carpeted|Heating|Ironing Facilities•Pets:Pets are not allowed.•Accessibility:Upper floors accessible by lift•Outdoors:Outdoor dining area|Outdoor furniture|Balcony•General:Paid WiFi•Building characteristics:Private flat in building•Transport:Car hire•Cleaning services:Daily maid service|Ironing service|Dry cleaning|Laundry•Miscellaneous:Air conditioning|Lift|Family rooms•Languages spoken:",2,8,http://www.booking.com/hotel/in/angel-guest-house-trivandrum.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,9,5,Apartment with Balcony,Greenfield Inn|Premier Park|The Royal Heritage Hotel & Ayurvedic Spa,13,3000
160,"2nd Tito's Lane, Baga, 403516 Baga, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries•Bedroom:Wardrobe/Closet•View:City view•Outdoors:Balcony|Terrace•Kitchen:Dining table|Electric kettle|Refrigerator•Pets:Pets are not allowed.•Activities:Bicycle rental•Living Area:Sofa•Media & Technology:Satellite Channels|Telephone|TV•Food & Drink:Tea/Coffee Maker•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:No parking available.•Services:Daily maid service|Airport shuttle (surcharge)|Luggage storage|Car hire•General:Adult only|Designated smoking area|Air conditioning|Tile/Marble floor|Fan|Non-smoking rooms|Safety Deposit Box•Languages spoken:",2,10,http://www.booking.com/hotel/in/rezos.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,8,2,Deluxe Double or Twin Room,Country Inn & Suites By Carlson Goa Panjim|Zense Resort|Hotel Bonanza,14,3500
161,"4, Municipal Road, Dalanwala, 248001 Dehradun, India – Show map","Bathroom:Toilet paper|Towels|Towels/Sheets (extra fee)|Slippers|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:Landmark view•Outdoors:Outdoor dining area•Kitchen:Dining table|Electric kettle•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Sofa|Seating Area•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Breakfast in the room|Tea/Coffee Maker•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:ATM/cash machine on site|24-hour front desk•Cleaning services:Shoeshine|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Shared lounge/TV area|Airport shuttle (surcharge)|Designated smoking area|Air conditioning|Wake-up service|Heating|Tile/Marble floor|Fan|Non-smoking rooms|Room service•Languages spoken:",3,3,http://www.booking.com/hotel/in/sakoon-dehradun.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,11,4,Deluxe Room,Hotel Shiva Residency,15,5000
162,"Rail Majra, Rupnagar, Ropar, Punjab, 144533 Thaska Mīrānji, India – Show map","Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Toilet|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet•View:Mountain view|Pool view|Garden view|View•Outdoors:Outdoor dining area|Outdoor furniture|Outdoor pool (all year)|Outdoor pool|Barbecue|BBQ facilities|Terrace|Garden•Kitchen:Cleaning products|Electric kettle•Room Amenities:Drying rack for clothing•Pets:Pets are allowed. Charges may be applicable.•Activities:Evening entertainment|Kids' club|Entertainment staff|Mini golf|Cycling|Hiking|Library|Bicycle rental|Children's playground|Fishing•Living Area:Dining area|Sofa|Seating Area•Food & Drink:Restaurant (buffet)|Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Private check-in/check-out|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Ironing service|Laundry•Business facilities:Meeting/banquet facilities•General:Adult only|Mini-market on site|Shared lounge/TV area|Airport shuttle (surcharge)|Shuttle service (surcharge)|Air conditioning|Wake-up service|Heating|Tile/Marble floor|Car hire|Packed lunches|Chapel/shrine|Gift shop|Bridal suite|Fan|Iron|Room service",1,6,http://www.booking.com/hotel/in/prakriti-farm.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,20,6,Single Room with Bathroom,,16,4500
163,"DHS Enclave, Near Private Bus Stand Road, 571218 Virajpet, India – Show map","Miscellaneous:Air conditioning|Non-smoking throughout|Heating|Lift•Common areas:Chapel/shrine|Library|Games room•Bathroom:Toilet paper|Linen|Towels|Additional bathroom|Towels/Sheets (extra fee)|Additional Toilet|Free toiletries|Hairdryer•Bedroom:Alarm clock•Building characteristics:Private flat in building•Outdoors:Terrace•Kitchen:Dining table|Coffee machine|Tumble dryer|Kitchenware|Electric kettle|Kitchen|Refrigerator•Accessibility:Upper floors accessible by lift•Room Amenities:Clothes rack|Soundproofing|Fan|Ironing Facilities•Outdoor & View:City view|View•Services & Extras:Wake-up service•Pets:Free!
Pets are allowed on request. No extra charges.•Activities:Golf course (within 3 km)•Living Area:Dining area|Desk•Food & Drink:Grocery deliveries|Vending machine (snacks)|Vending machine (drinks)|Snack bar|Packed lunches|Breakfast in the room|Room service•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Transport:Car hire•Entertainment and family services:Books, DVDs, music for children|Baby safety gates•Cleaning services:Daily maid service|Trouser press|Ironing service|Laundry•Languages spoken:",2,9,http://www.booking.com/hotel/in/badriyas-royal-apartment.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1,4,Apartment - Split Level,Bean Blossom Estate Stay|Coorg Green Nest Homes,17,5500
164,"C/O Snowden, H. No. 379/D, Mondo Pulvado Salcette, 403716 Benaulim, India – Show map","Miscellaneous:Air conditioning|Family rooms|Non-smoking rooms•Bathroom:Toilet paper|Towels|Bathroom|Toilet•Bedroom:Wardrobe/Closet|Dressing Room•Building characteristics:Detached•Outdoors:Balcony•Kitchen:Kitchen|Washing Machine|Refrigerator•Room Amenities:Clothes rack|Private entrance|Fan•Pets:Pets are not allowed.•Living Area:Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|TV•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Transport:Car hire•Cleaning services:Daily maid service",2,1,http://www.booking.com/hotel/in/nk-holiday-apartments.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,21,3,Apartment with Balcony,Planet Hollywood Beach Resort Goa,18,6000
165,"Chichoga Village , P.O.Manali Near Hotel Vintage, Aleo, 175131 Manāli, India – This neighbourhood is a great choice for travellers interested in sightseeing, mountains, and nature – Check location Show map","Bathroom:Toilet paper|Linen|Towels|Bidet|Towels/Sheets (extra fee)|Bath or Shower|Slippers|Bathroom|Toilet|Free toiletries|Bathrobe|Shower•Bedroom:Wardrobe/Closet|Alarm clock|Dressing Room•View:City view|Landmark view|Mountain view|Garden view|View•Outdoors:Terrace|Garden•Kitchen:Children's high chair|Electric kettle•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Kids' club|Nightclub/DJ|Library|Bicycle rental|Games room•Living Area:Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Special diet menus (on request)|Snack bar|Restaurant (buffet)|Restaurant (à la carte)|Breakfast in the room|Restaurant|Minibar|Tea/Coffee Maker•Internet:Free!
WiFi is available in some hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Private check-in/check-out|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Business centre•General:Grocery deliveries|Shared lounge/TV area|Airport shuttle (surcharge)|Shuttle service (surcharge)|Designated smoking area|Executive Lounge Access|Wake-up service|Heating|Private entrance|Car hire|Packed lunches|Carpeted|Bridal suite|VIP room facilities|Fan|Family rooms|Non-smoking rooms|Newspapers|Wake Up Service/Alarm Clock|Room service•Languages spoken:",4,3,http://www.booking.com/hotel/in/mai-vrindavan.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,11,5,Superior Double Room,The Sunshine Heritage,20,3000
166,"Ahilyabai Holkar Marg, Tidke colony,, 422002 Nashik, India – Show map","Bathroom:Toilet paper|Linen|Towels|Bath or Shower|Slippers|Bathroom|Toilet|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet•Outdoors:BBQ facilities•Kitchen:Dining table•Pets:Pets are not allowed.•Activities:Massage|Spa and wellness centre•Living Area:Sofa|Desk•Media & Technology:Flat-screen TV|Satellite Channels|Telephone•Food & Drink:Restaurant (buffet)|Breakfast in the room|Bar|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Concierge service|24-hour front desk•Cleaning services:Laundry•Business facilities:Business centre|Meeting/banquet facilities•General:Airport shuttle (surcharge)|Air conditioning|Wake-up service|Safety deposit box|Lift|Barber/beauty shop|Newspapers|Safety Deposit Box|Room service•Languages spoken:",3,4,http://www.booking.com/hotel/in/the-ssk-solitaire-amp-banquets.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,17,2,Deluxe Double Room,Ibis Nashik|Hotel New Holiday Plaza|DS Group - Guest House and Serviced Apartment,21,3500
167,"Plot N. 1770 Opp. Dev Samaj College , Sukhna Path, Sector 45, Chandigarh, 160047 Chandīgarh, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Slippers|Toilet|Shower•View:View•Outdoors:Terrace•Kitchen:Cleaning products•Pets:Pets are not allowed.•Activities:Hot spring bath•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:ATM/cash machine on site|Luggage storage|Ticket service|Currency exchange|24-hour front desk•Cleaning services:Daily maid service|Ironing service|Dry cleaning|Laundry•General:Air conditioning|Heating|Tile/Marble floor|Soundproofing|Chapel/shrine|Fan|Non-smoking rooms|Iron|Newspapers|Safety Deposit Box|Room service",1,5,http://www.booking.com/hotel/in/golden-paradise-chandigarh.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,20,4,Deluxe Double Room,New Chandigarh Holiday Home,22,5000
168,"Flat No.8, Ground Floor, Lagoon Apartment, Porba Waddo, 403516 Calangute, India – Great location -","Miscellaneous:Air conditioning|Family rooms•Outdoors:Garden•Pets:Pets are not allowed.•Internet:WiFi is available in some hotel rooms and costs  INR  100 per  24 hours.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Transport:Car hire•Cleaning services:Ironing service|Laundry•General:Paid WiFi",2,7,http://www.booking.com/hotel/in/palm-tree-apartment.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,2,6,Superior Double or Twin Room with City View,Pool Facing Apartment|Quarto de Casa Tipri,24,5500
169,"Padinjare Nada, Chottanikkara, Thrippunithura, Ernakulam, 682312 Chottanikara, India – Show map","Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries|Shower•View:View•Pets:Pets are not allowed.•Living Area:Desk•Media & Technology:Satellite Channels|Telephone|TV•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Services:Daily maid service|ATM/cash machine on site|Luggage storage|Tour desk|Car hire|Currency exchange|Barber/beauty shop|Laundry|24-hour front desk•General:Hypoallergenic|Non-smoking throughout|Tile/Marble floor|Soundproofing|Soundproof rooms|Lift|Fan|Family rooms|Newspapers•Languages spoken:",1,8,http://www.booking.com/hotel/in/indraprastha-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,62,4,Budget Double Room,Hospitality Inn Cochin,25,6000
170,"Rajbagh Extension, 190008 Srinagar, India – Show map","Outdoors:BBQ facilities|Garden•Kitchen:Shared kitchen•Pets:Pets are not allowed.•Activities:Children's playground•Food & Drink:Restaurant (buffet)|Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Reception services:ATM/cash machine on site|Luggage storage|Ticket service|Tour desk|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Airport shuttle (surcharge)|Shuttle service (surcharge)|Designated smoking area|Shops (on site)|Heating|Car hire|Packed lunches|Bridal suite|Family rooms|Non-smoking rooms|Newspapers|Room service•Languages spoken:",2,9,http://www.booking.com/hotel/in/the-legend-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,12,3,Deluxe Double Room,,26,2500
171,"CM 8/4, Siddhivinayak Plaza, Vaishali Chokdi, Gunjan, G.I.D.C, 396195 Vapi, India – Great location -","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet|Extra Long Beds (> 2 metres)•Outdoors:Terrace•Kitchen:Dining table|Electric kettle•Room Amenities:Clothes rack•Pets:Pets are allowed on request. Charges may be applicable.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV•Food & Drink:Restaurant (buffet)|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service|Airport shuttle (surcharge)|Shuttle service (surcharge)|Wake-up service|Car hire|Laundry|24-hour front desk|Meeting/banquet facilities|Room service•General:Designated smoking area|Air conditioning|Non-smoking throughout|Tile/Marble floor|Lift|Newspapers•Languages spoken:",2,10,http://www.booking.com/hotel/in/the-blossom.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,32,5,Executive Double Room,Hotel Silver Leaf,27,3000
